Run,alias,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,description,ena_checklist,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,SRA_accession,SRA Study,Title
ERR1136502,I1097,OTHER,GCF_000001405.25,49,9280823,PRJEB11450,SAMEA3663905,2583449,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215368,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1097_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663905,ERS971054,ERS971054,ERP012840,Ancient European
ERR1136503,I1098,OTHER,GCF_000001405.25,50,9499224,PRJEB11450,SAMEA3663906,2774710,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,s3,ena,gs","s3.us-east-1,gs.US,ena,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215369,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1098_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663906,ERS971055,ERS971055,ERP012840,Ancient European
ERR1136504,I1099,OTHER,GCF_000001405.25,44,10055431,PRJEB11450,SAMEA3663907,2739332,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ena,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215370,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1099_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663907,ERS971056,ERS971056,ERP012840,Ancient European
ERR1136505,I1100,OTHER,GCF_000001405.25,42,3601610,PRJEB11450,SAMEA3663908,1113369,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215371,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1100_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663908,ERS971057,ERS971057,ERP012840,Ancient European
ERR1136506,I1101,OTHER,GCF_000001405.25,45,21487854,PRJEB11450,SAMEA3663909,6282682,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,s3,gs","ncbi.public,ena,gs.US,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215372,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1101_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663909,ERS971058,ERS971058,ERP012840,Ancient European
ERR1136507,I1102,OTHER,GCF_000001405.25,41,3574527,PRJEB11450,SAMEA3663910,1238873,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,s3,ena","ena,gs.US,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215373,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1102_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663910,ERS971059,ERS971059,ERP012840,Ancient European
ERR1136508,I1103,OTHER,GCF_000001405.25,44,5958043,PRJEB11450,SAMEA3663911,1916179,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","s3.us-east-1,gs.US,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215374,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1103_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663911,ERS971060,ERS971060,ERP012840,Ancient European
ERR1136509,I1579,OTHER,GCF_000001405.25,47,1604983,PRJEB11450,SAMEA3663977,795948,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","ena,ncbi.public,gs.US,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215375,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1579_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663977,ERS971126,ERS971126,ERP012840,Ancient European
ERR1136510,I1580,OTHER,GCF_000001405.25,45,12936229,PRJEB11450,SAMEA3663978,4129001,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ncbi,s3,ena","ncbi.public,s3.us-east-1,gs.US,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215376,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1580_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663978,ERS971127,ERS971127,ERP012840,Ancient European
ERR1136511,I1581,OTHER,GCF_000001405.25,46,12041949,PRJEB11450,SAMEA3663979,3214801,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ncbi.public,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215377,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1581_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663979,ERS971128,ERS971128,ERP012840,Ancient European
ERR1136512,I1583,OTHER,GCF_000001405.25,51,16139980,PRJEB11450,SAMEA3663980,4143202,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","gs.US,ena,ncbi.public,s3.us-east-1",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215378,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1583_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663980,ERS971129,ERS971129,ERP012840,Ancient European
ERR1136513,I1585,OTHER,GCF_000001405.25,52,8315549,PRJEB11450,SAMEA3663981,2141354,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ena,ncbi,gs","s3.us-east-1,ncbi.public,gs.US,ena",Anatolia_Neolithic,ERC000011,2015-11-25,2018-11-16,ERX1215379,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:57Z,public,NextSeq 500,I1585_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663981,ERS971130,ERS971130,ERP012840,Ancient European
ERR1136514,I0854,OTHER,GCF_000001405.25,56,7443454,PRJEB11450,SAMEA3663903,1970620,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1,ena",Anatolia_Neolithic_1d_rel_I0736,ERC000011,2015-11-25,2018-11-16,ERX1215380,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0854_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663903,ERS971052,ERS971052,ERP012840,Ancient European
ERR1136515,I0725,OTHER,GCF_000001405.25,46,1774365,PRJEB11450,SAMEA3663885,415217,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,s3,gs","gs.US,ena,s3.us-east-1,ncbi.public",Anatolia_Neolithic_outlier,ERC000011,2015-11-25,2018-11-16,ERX1215381,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:08Z,public,NextSeq 500,I0725_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663885,ERS971034,ERS971034,ERP012840,Ancient European
ERR1136516,I0805,OTHER,GCF_000001405.25,57,3384355,PRJEB11450,SAMEA3663900,671857,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ena,ncbi.public",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215382,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0805_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663900,ERS971049,ERS971049,ERP012840,Ancient European
ERR1136517,I1546,OTHER,GCF_000001405.25,66,4446181,PRJEB11450,SAMEA3663974,1339329,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,ncbi,s3","gs.US,ena,ncbi.public,s3.us-east-1",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215383,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1546_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663974,ERS971123,ERS971123,ERP012840,Ancient European
ERR1136518,I1549,OTHER,GCF_000001405.25,60,18918641,PRJEB11450,SAMEA3663975,5937715,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,s3,ena","ena,s3.us-east-1,gs.US,ncbi.public",Bell_Beaker_LN,ERC000011,2015-11-25,2018-11-16,ERX1215384,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1549_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663975,ERS971124,ERS971124,ERP012840,Ancient European
ERR1136519,I1530,OTHER,GCF_000001405.25,83,2561608,PRJEB11450,SAMEA3663964,896651,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",Bell_Beaker_LN_1d_rel_I0111,ERC000011,2015-11-25,2018-11-16,ERX1215385,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1530_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663964,ERS971113,ERS971113,ERP012840,Ancient European
ERR1136520,I1532,OTHER,GCF_000001405.25,59,9458341,PRJEB11450,SAMEA3663965,3100112,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,ena,s3","ena,s3.us-east-1,ncbi.public,gs.US",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215386,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1532_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663965,ERS971114,ERS971114,ERP012840,Ancient European
ERR1136521,I1534,OTHER,GCF_000001405.25,66,6878414,PRJEB11450,SAMEA3663966,1703467,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215387,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1534_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663966,ERS971115,ERS971115,ERP012840,Ancient European
ERR1136522,I1536,OTHER,GCF_000001405.25,72,2309991,PRJEB11450,SAMEA3663967,871175,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,gs,ncbi","s3.us-east-1,ena,gs.US,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215388,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1536_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663967,ERS971116,ERS971116,ERP012840,Ancient European
ERR1136523,I1538,OTHER,GCF_000001405.25,77,5424473,PRJEB11450,SAMEA3663968,1702193,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","ncbi.public,gs.US,s3.us-east-1,ena",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215389,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1538_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663968,ERS971117,ERS971117,ERP012840,Ancient European
ERR1136524,I1539,OTHER,GCF_000001405.25,79,3582076,PRJEB11450,SAMEA3663969,1093205,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ncbi,ena","ncbi.public,gs.US,s3.us-east-1,ena",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215390,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1539_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663969,ERS971118,ERS971118,ERP012840,Ancient European
ERR1136525,I1540,OTHER,GCF_000001405.25,75,6141822,PRJEB11450,SAMEA3663970,1634963,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,s3,ena,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215391,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1540_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663970,ERS971119,ERS971119,ERP012840,Ancient European
ERR1136526,I1542,OTHER,GCF_000001405.25,64,584036,PRJEB11450,SAMEA3663972,501086,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1,ena",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215392,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1542_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663972,ERS971121,ERS971121,ERP012840,Ancient European
ERR1136527,I1544,OTHER,GCF_000001405.25,58,955182,PRJEB11450,SAMEA3663973,585406,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ncbi,ena,s3","gs.US,ncbi.public,ena,s3.us-east-1",Central_LNBA,ERC000011,2015-11-25,2018-11-16,ERX1215393,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1544_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663973,ERS971122,ERS971122,ERP012840,Ancient European
ERR1136528,I1541,OTHER,GCF_000001405.25,55,7055251,PRJEB11450,SAMEA3663971,2672302,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",Central_LNBA_1d_rel_I1538+I1540,ERC000011,2015-11-25,2018-11-16,ERX1215394,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:56Z,public,NextSeq 500,I1541_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663971,ERS971120,ERS971120,ERP012840,Ancient European
ERR1136529,I0551,OTHER,GCF_000001405.25,72,627660,PRJEB11450,SAMEA3663861,667146,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,s3.us-east-1,ena",Central_MN,ERC000011,2015-11-25,2018-11-16,ERX1215395,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0551_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663861,ERS971010,ERS971010,ERP012840,Ancient European
ERR1136530,I0211,OTHER,GCF_000001405.25,52,2306311,PRJEB11450,SAMEA3663830,1271373,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,s3,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",EHG,ERC000011,2015-11-25,2018-11-16,ERX1215396,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:04Z,public,NextSeq 500,I0211_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663830,ERS970979,ERS970979,ERP012840,Ancient European
ERR1136531,I0581,OTHER,GCF_000001405.25,57,8865181,PRJEB11450,SAMEA3663862,2210466,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215397,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:14:07Z,public,NextSeq 500,I0581_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663862,ERS971011,ERS971011,ERP012840,Ancient European
ERR1136532,I1271,OTHER,GCF_000001405.25,52,3349657,PRJEB11450,SAMEA3663912,1141887,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,ena,gs,ncbi","ncbi.public,ena,s3.us-east-1,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215398,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1271_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663912,ERS971061,ERS971061,ERP012840,Ancient European
ERR1136533,I1272,OTHER,GCF_000001405.25,57,15076022,PRJEB11450,SAMEA3663913,3848264,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215399,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1272_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663913,ERS971062,ERS971062,ERP012840,Ancient European
ERR1136534,I1276,OTHER,GCF_000001405.25,55,6561266,PRJEB11450,SAMEA3663915,1835347,HARVARD MEDICAL SCHOOL,public,"sra,bam","s3,gs,ena,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215400,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1276_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663915,ERS971064,ERS971064,ERP012840,Ancient European
ERR1136535,I1277,OTHER,GCF_000001405.25,57,9405504,PRJEB11450,SAMEA3663916,2563322,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,ena,gs,s3","s3.us-east-1,ena,ncbi.public,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215401,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1277_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663916,ERS971065,ERS971065,ERP012840,Ancient European
ERR1136536,I1280,OTHER,GCF_000001405.25,54,10308210,PRJEB11450,SAMEA3663917,2630670,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,ena,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215402,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1280_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663917,ERS971066,ERS971066,ERP012840,Ancient European
ERR1136537,I1281,OTHER,GCF_000001405.25,53,9092636,PRJEB11450,SAMEA3663918,2720235,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,s3,ncbi","s3.us-east-1,ncbi.public,ena,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215403,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1281_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663918,ERS971067,ERS971067,ERP012840,Ancient European
ERR1136538,I1282,OTHER,GCF_000001405.25,50,9211123,PRJEB11450,SAMEA3663919,2219161,HARVARD MEDICAL SCHOOL,public,"bam,sra","ena,s3,gs,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215404,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1282_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663919,ERS971068,ERS971068,ERP012840,Ancient European
ERR1136539,I1284,OTHER,GCF_000001405.25,55,3274215,PRJEB11450,SAMEA3663920,1121892,HARVARD MEDICAL SCHOOL,public,"bam,sra","gs,ena,ncbi,s3","gs.US,ncbi.public,s3.us-east-1,ena",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215405,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1284_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663920,ERS971069,ERS971069,ERP012840,Ancient European
ERR1136540,I1300,OTHER,GCF_000001405.25,55,16632282,PRJEB11450,SAMEA3663921,4889875,HARVARD MEDICAL SCHOOL,public,"bam,sra","ncbi,gs,ena,s3","s3.us-east-1,gs.US,ena,ncbi.public",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215406,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1300_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663921,ERS971070,ERS971070,ERP012840,Ancient European
ERR1136541,I1303,OTHER,GCF_000001405.25,53,4885874,PRJEB11450,SAMEA3663923,1742146,HARVARD MEDICAL SCHOOL,public,"sra,bam","ncbi,gs,s3,ena","s3.us-east-1,ncbi.public,ena,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215407,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1303_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663923,ERS971072,ERS971072,ERP012840,Ancient European
ERR1136542,I1314,OTHER,GCF_000001405.25,51,2385011,PRJEB11450,SAMEA3663924,1064605,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",Iberia_Chalcolithic,ERC000011,2015-11-25,2018-11-16,ERX1215408,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1314_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663924,ERS971073,ERS971073,ERP012840,Ancient European
ERR1136543,I1274,OTHER,GCF_000001405.25,58,6326844,PRJEB11450,SAMEA3663914,1702689,HARVARD MEDICAL SCHOOL,public,"sra,bam","gs,ena,s3,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",Iberia_Chalcolithic_1d_rel_I1277,ERC000011,2015-11-25,2018-11-16,ERX1215409,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:52Z,public,NextSeq 500,I1274_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663914,ERS971063,ERS971063,ERP012840,Ancient European
ERR1136544,I1302,OTHER,GCF_000001405.25,48,1035850,PRJEB11450,SAMEA3663922,670389,HARVARD MEDICAL SCHOOL,public,"sra,bam","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",Iberia_Chalcolithic_1d_rel_I1314,ERC000011,2015-11-25,2018-11-16,ERX1215410,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:53Z,public,NextSeq 500,I1302_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663922,ERS971071,ERS971071,ERP012840,Ancient European
ERR1136545,I0797,OTHER,GCF_000001405.25,61,2088569,PRJEB11450,SAMEA3663899,487516,HARVARD MEDICAL SCHOOL,public,"bam,sra","s3,gs,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",LBK_EN,ERC000011,2015-11-25,2018-11-16,ERX1215411,HARVARD MEDICAL SCHOOL,2015-11-25T14:54:13Z,2015-11-13T20:20:51Z,public,NextSeq 500,I0797_MT,SINGLE,Hybrid Selection,GENOMIC,Homo sapiens,ILLUMINA,2015-11-27T00:00:00Z,SAMEA3663899,ERS971048,ERS971048,ERP012840,Ancient European
